timestamp,epoch,train_loss,val_loss,train_r2,val_r2,lr
2025-12-25T20:10:36.773886,0,1.014395,0.958477,-0.033251,0.000589,0.000046
2025-12-25T20:10:47.511335,1,0.973130,0.926706,0.007516,0.033131,0.000064
2025-12-25T20:10:57.664506,2,0.936007,0.901461,0.044647,0.059127,0.000092
2025-12-25T20:11:07.904998,3,0.911789,0.883122,0.068816,0.077676,0.000132
2025-12-25T20:11:18.087066,4,0.880771,0.825666,0.099821,0.135425,0.000181
2025-12-25T20:11:29.174996,5,0.849707,0.809119,0.130869,0.151504,0.000238
2025-12-25T20:11:39.532905,6,0.832242,0.791844,0.148305,0.169119,0.000302
2025-12-25T20:11:49.779667,7,0.817873,0.791931,0.162658,0.169162,0.000372
2025-12-25T20:12:00.611234,8,0.805509,0.771498,0.175013,0.189917,0.000445
2025-12-25T20:12:10.987607,9,0.792749,0.772520,0.187769,0.189093,0.000520
2025-12-25T20:12:23.338143,10,0.784171,0.752493,0.196340,0.208277,0.000595
2025-12-25T20:12:33.581025,11,0.776604,0.737271,0.203903,0.223256,0.000669
2025-12-25T20:12:43.789583,12,0.768138,0.744725,0.212367,0.215740,0.000738
2025-12-25T20:12:54.027661,13,0.764246,0.727909,0.216256,0.232690,0.000802
2025-12-25T20:13:04.284730,14,0.754325,0.732430,0.226174,0.228171,0.000860
